Question;Q_label;A_label;Q_type;A_type
is love to the grave old-fashioned? => That shit aint real u pussy;0;1;;insult, sexual
Have you ever messed with a Ouija board? If so, did anything happen? If not, would you ever? => Definitely not and no way. Too many freaky things go on with that crap that I'm not willing to deal with.;0;0;;
"If you could make one rule that everyone had to follow, what rule would you make? => When it comes to my child, no means no. My mother in law keeps trying to make me feed my one week old real food. ""As long as she doesn't get eggs or peanut butter she will be fine. How would you feel on only milk?"" It annoys the crap out of me.";0;0;;
What is the most dangerous thing you have ever done? => Plugged a dryer up to the wall not thinking without hooking the wires up first and the ground and hot touched when they were sitting on my leg. Sparks flew everywhere off my leg and it kicked the breaker. Honestly I'm lucky I didn't die or leave a worse mark then it did.;0;0;;
Do you prefer to ask questions or answer them? => Answer. I suck at coming up with questions;0;0;;
How do you approach a difficult task? => Honestly I suck at this. I stress and stress about it. But once I calm down I try to break it down;0;0;;
Do you have phobias? => Cotton balls and nail filers. I also have a huge phobia of driving over bridges.;0;0;;
What business or company do you wish you owned? => Taco Bell;0;0;;
LMAO my bf always picks me up over his shoulder and only thing i can reach is his stupid undies what should i do? => whenever my ex would pick me up, it'd be because his cousin and brother were fighting over me then kiss me. Or if we had to much distance he'd stop and I'd run up to him like in the notebook and he'd pick me up and spin me around  so idk aha. smack his butt or something.;0;0;;
Haha sometimes after i got my butt toasted i ran to my room and looked on my butt in the mirror to see how red it was! xD did you ever do that? Lmao => no i had to bend over my bed.;1;0;others;
What does nigga means? You black nigga => depends.;1;0;insult;
You are allowed one beverage for the rest of your life. What would you choose? => probably water since you'd die without it.;0;0;;
I have a license to kill, fuck you !! => Why are you writing all over my page with this;1;0;threat;
Who was the last person you fuck? => Austin and Michael;1;0;sexual;
Do you think people deserve a second chance? => It depends on who you are and what you believe in honestly. Some people I believe do not but Jesus always gives us unlimited chances no matter what we have done in our lives.;0;0;;
Why  Chineses and niggers dont have acne? =>  African Americans and I don't know?;0;0;;
Who was the last person of the opposite sex you talked to? => Jacob;0;0;;
Do you have phobias? => Cotton balls;0;0;;
Who was the last person you fuck? => Camron;1;0;sexual;
What was the last person you suck dick? => Taco Bell;1;0;sexual;
Who was the last person you had sex? => Dom;1;0;sexual;
Would you date yourself if you were someone else? => Nah I'm a jerk aha;0;0;;
If your plane was about to crash, who would you want sitting next to you? => Jesus;0;0;;
hah pathetic how you jus go from one guy to the next => How pathetic I'm single and that's the way it's staying. If this is Brad you don't know SHIT. Take your jealous pathetic ass somewhere else.;0;0;;
Whats the first thing youd do if you were the opposite sex for one day? => Run around without a shirt;0;0;;
Do you believe sex should be a private thing or do you believe it's ok to kiss and tell? => I believe sex is something beautiful between you and someone else. It should stay that way.;0;0;;
Do you think people are basically bad or basically good? => People need to put it in their juice box and suck it.;0;0;;
Who was the last person you intercourse with? => James;1;0;sexual;
How would you like to celebrate your next birthday? => With my gay best friend!;0;0;;
Who was the last person of the opposite sex you talked to? => Ryan unless that anon is a guy then him.;0;0;;
Do you have any strange phobias? => cotton balls and nail filers.;0;0;;
ohh today was exams :'( and my english exams is bad :// damn it ._. => im sorrrry! I hate exams;0;0;;
Who was the last person of the opposite sex you talked to? => Kota! Unless sending 1 message blowing up on someone counts then Bret.;0;0;;
Who has the biggest dick fucked by ? => lol omg i dont know;0;0;;
Who was the last person of the opposite sex you talked to? => Ryaan;0;0;;
What is your attitude to smoking? => personally I dont like it or want to ever do it but if people wanna die and be stupid they can.;0;0;;
What is the one thing you regret doing or not doing the most in your life? => sex and drugs;0;0;;
Do you agree that nobody goes through more shit in life than a person with a good heart? => i know this answer well because i know my heart well. i agree. yes.;0;0;;
Returning to an earlier question, if youve never broken up with a friend does that mean you dont call any of your exs friends? => no. tbh not fuckin w any of my exs rn except kyleigh and hailey. ky reached out recently and apologized for stuff, and i reciprocated. that takes balls. it doesnt take balls to talk behind my back and say i fucked ppl i didnt and that i said or did things i didnt. but its coo. happens w the best of us right.;0;0;;
hey girls and guys are on different buses for track, right? => i would assume so. im not in track. the way the school system works, they separate boys in girls on most athletic team events in order to prevent the inevitable massive orgy on the bus. im glad they do, if they do. can you imagine what would happen if we let humans interact with each other as humans, rather than as boys and girls? itd be catastrophic. we might all realize that tearing up ass isnt the most important thing, that a higher body count only resembles how fractured you are, and that most humans arent decent people despite gender. dont flip it on me or twist my words though. 2 genders, 2 locker rooms, 2 simple, simple science. special cases arent yours to judge the verdict of.;0;0;;
